id,name,description,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
169,stevig stan jeugdzorg,bent stat the art kennis handelingsrepertoir methodisch toegerust werkveld jeugdzorg bred,30,['Den Bosch'],58,NLQF6,toetsvorm beroepsprestaties jeugd gezinsprofessional ontwikkeld ism jeugdwerkveld,jeugdhulp jeugdbescherm gezinn druk kinder uitdag ontwikkel jonger ontwikkel preventie pedagogisch context versterk,0.31,0.572,3,68,2025-09-04
170,werk gedwong kader,bent stat the art toegerust kennis handelingsrepertoir methodiek werkveld gedwong kader pi forensisch reclasser rad,30,['Den Bosch'],58,NLQF6,leeruitkomst afgestemd landelijk netwerk wigk,herstelgericht benader transmural herstel positioner engagement complex omgev macht dwang motivationel theorieen,0.93,0.626,5,33,2025-12-13
171,technologie zorg welzijn,belangrijk vraagstuk hedendag professional ‘hoe we mens beter lat meedoen maatschappij minder afhank lat professionals’ een uitdag zorg welzijn tekort personel en financiel middel behulp technologie hierin stapp gemaakt all technologieen daadwerk geschikt tol tenslot doel we denk ethisch vraagstuk invloed veranderprocess aandacht positiev gezond bred betekenis,30,['Den Bosch'],58,NLQF6,,technologie zorg welzijn,0.84,0.826,1,34,2025-09-04
172,zorg dichtbij,zorg afstand behulp technologie zorg juist dichter mens thuis breng praktijkgericht modul ler nieuw werkwijz technologie implementeert zorgmedewerker patient mee nem verander,15,['Breda'],60,NLQF5,hebt ervar komt kijk implementer innovatie praktijk hebt kennis process technologieen organiser ‘zorg afstand’,zorg afstand technologie implementer zorg veranderkund,0.44,0.786,5,50,2025-10-26
173,langer thuis wijk,nederland will we mens lang mogelijk hoger leeftijd chronisch aandoen beperk thuis lat won we behulp slimm oploss samenwerk ervor zorg mens prettig veilig eig omgev blijv,15,['Breda'],60,NLQF5,hebt beeld wijkgericht zorg ondersteun kent bijbehor stakeholder infrastructur voorstell system rondom doelgroep versterk verbeter,wijkgericht werk eig regie zorg welzijn ouder,0.42,0.802,4,20,2025-09-25
174,mensgericht ontwerp,zorg welzijn we mak grot diversiteit zorgvrager en verlener som blijkt zorgtechnologieen dienst beter afgestemd doelgroep modul ga product servic herontwerp daarmee toegank gebruikservar verbeter,15,['Breda'],60,NLQF5,beheerst aanpak techniek product dienst herontwerp daarmee mensgericht zorg ondersteun bevorder,design thinking servic design technolgie uxdesign doelgroep,0.42,0.288,5,72,2025-11-06
175,focu jeugd,modul ler methodisch kunt werk jeugdig gezinn manier bereid werk gezinn ondersteun krijg jeugdhulpverlen,15,"['Breda', 'Den Bosch']",61,NLQF5,,jeugd hulpverlen,0.5,0.408,1,73,2025-12-05
176,technologie ècht werkt innovatie zorg welzijn,technologie beloftes waarmak echt zorg beter betal zorg ondersteun effectief samenwerk tuss zorg welzijnsprofessional ontwerper technici icter daarbij hel belangrijk praktijkgericht modul drag multidisciplinair team vanuit eig vakgebied echt innovatie,15,['Breda'],62,NLQF5,modul dieper inzicht werk professional sector nodig inzet technologie zorg welzijn echt succesvol mak jouw verbred perspectief help vanuit jouw eig vakgebied drag innovatie zorg welzijn,technologie smart health robotica zorg welzijn,0.64,0.82,4,73,2025-11-06
177,patron doorbrek basis,modul ler gezond versus verstoord hechting trauma welk impact gedrag emoties ontwikkel jij professional signal verstoord hechting herkenn erop inspel,15,"['Breda', 'Den Bosch']",62,NLQF5,vanuit jouw kennis hechting trauma ontwikkel herk signal verstoord hechting verder ontwikkel bemoeilijk aanknopingspunt ander verder help,hecht trauma ontwikkel hulpverlen veiligheid,0.58,0.274,5,22,2025-09-27
178,oncologi,verdiep modul gat uiteenlop aspect binn oncologisch zorg we zorg inbreng vanuit dagelijk praktijk inzet gastdocent excursies modul uitgebreid inhoud kennis oncologisch ziektebeeld kun klinisch redener kanker daarnaast ler psychosocial gevolg ziekt begeleid vraagt zorgvrager naast oncologie,15,['Breda'],63,NLQF5,,,0.49,0.084,4,35,2025-12-02
179,proactiv nurs,ontwikkel diepgaand begrip klinisch redener onz hboverpleegkund modul proactiv nursing ler anticiper zorgbehoeft doordacht analys gezamen eenduid klinisch besluitvorm kom professionel beoordel gat zorgvrager mak klinisch toestand inzicht proactiv nursing,15,['Breda'],63,NLQF5,,,0.7,0.37,2,42,2025-10-02
180,jongeren actuel problematiek,mak impact war meest nodig focus vroegtijd signaler begeleid jonger actuel problematiek denk valt thema’ zoal mental gezond gezinsproblematiek gedrag houdingsaspect huiselijk geweld jonger actuel problematiek,15,['Breda'],63,NLQF5,,,0.39,0.938,2,76,2025-10-20
181,management zorg,keuzemodul management zorg ler organisatie personel kwaliteitsmanagement zorgsector strategisch management kwaliteitsmanagement ondernem zorg kom bod praktisch vaardig zoal communicer presenter behandeld evenal bevorder samenwerk tuss betrokken afdel organisaties management zorg,15,['Breda'],63,NLQF5,,,0.49,0.904,5,30,2025-10-31
182,werk vanuit doelgroep,verdiep specifiek doelgroep keuz bijvoorbeeld mens verstand beperk dementer kinder leert samenwerk disciplines zorg ondersteun organiser vanuit perspectief doelgroep,15,['Breda'],62,NLQF5,leert nodig professional verschill achtergrond effectief samenwerk belang doelgroep,doelgroep zorg welzijn interdisciplinair samenwerk inclusie,0.54,0.76,4,31,2025-10-21
183,leefstijl preventie,wanner gezond leefstijl draagt voeding beweg zowel mental fysiek gezond onderga leefstijlverander ler jij professional leefstijl ander positief kunt beinvloed,15,['Breda'],62,NLQF5,leert ervaart interdisciplinair team positiev gezond impact kunt mak ander positief stimuler leefstijl verander daarmee gezond blijv,leefstijl preventie positiev gezond beweg gedragsverander,0.6,0.958,1,29,2025-09-19
184,going global international perspectief toekomst,onderneemt stag international project keuz buitenland dicht huis leert interculturel verschill interculturel communicatie krijgt daarmee rijker kijk beroep ontwikkel,15,"['Breda', 'Den Bosch']",62,NLQF5,verbreedt perspectief multiperspectiviteit krijgt daarmee rijker kijk toekomst beroep beroepsvisie ontwikkel,globaliser interculturel communicatie gezond welzijn verdiep interculturel competenties,0.81,0.768,5,51,2025-09-21
185,innover zorg welzijn,innover zorg welzijn middel inzet technologie hel breedt innovatiekans definier systeemservic design gebruikservar rondom technologieen implementatie,30,['Breda'],60,NLQF6,leid technologisch innovatie zorg welzijn praktijkgericht onderzoek person professionel ontwikkel,innover zorgtechnologie implementer ontwerp gezond,0.43,0.062,2,35,2025-09-05
186,childcent work,ter vervang van minor crimin justic social work,15,['Breda'],64,NLQF6,leert vanuit eig deskund bijdrag kunt lever total ontwikkel kind daarbij krijg kennis all gebied motorisch cognitief sociaal emotionel belang ontwikkel kind bijhor ketenpartner gedan cocreatie professional vanuit justitie veilig zorg welzijn,kind central werk vanuit perspectiev,0.63,0.494,2,27,2025-11-21
187,safeti societi,ter vervang van minor crimin justic social work,15,['Breda'],64,NLQF6,leert kijk veilig sociaal fysiek mental vlak daarbij behor theoretisch perspectiev criminologie psychologie desistanc theorieen ed gespreksvaard modell bijdrag lever veilig maatschappij veschill niveaus leert werkdomein forensisch kader kenn daarin acter professional,veilig welzijn ketensamenwerk justitie zorg,0.69,0.334,5,57,2025-12-01
188,musculoskeleta wervelkolom sport,verdiep minor fysiotherapie gebied musculoskeletal problematiek waarbij keuz gemaakt tak wervelkolom sport kom minor,30,['Breda'],65,NLQF6,,fysiotherapi muskuloskeletal problematiek,0.33,0.094,4,31,2025-10-12
189,kinderfysiotherapi,verdiepend minor fysiotherapi gebi kinderfysiotherapi internationa,30,['Breda'],66,NLQF6,,jeugd internationalis,0.69,0.478,2,43,2025-10-31
190,healthcar innov design,modul richt productontwerpvraagstuk binn zorg welzijn design thinking design sprint maker skill ler toepass ontwerpvrag zorg welzijn welkom minor healthcar innovation design wek ontwerp we cocreatie bedrijv designer zorg welzijnsinstell tastbar testbar creatiev product dienst productontwerpvraagstuk binn zorg welzijn,30,['Breda'],67,NLQF6,,zorg welzijn productontwerp,0.41,0.748,4,47,2025-09-22
191,kracht kunst,ler kunst kunst mens contact impact mak geraakt groei person professionel ler artistiek onderzoek achter scherm kijk theater art based learning beeld musicer film mak spel drama lez schrijv koppel toekomst werk dementer jonger kinder ler kunst kunst mens contact impact mak geraakt groei person professionel ler artistiek onderzoek gan we modul achter scherm kijk theater art based learning beeld musicer film mak spel drama lez schrijv koppel toekomst werk dementer jonger kinder tijd nem ontdek tijd verbeeld tijd spel,30,['Breda'],68,NLQF6,,beeldend kunst muziek drama literatur digital media person professionel identiteit art based learning,0.34,0.12,2,72,2025-09-21
192,bewegingsonderwijs,tijden minor bewegingsonderwijs behaalt student bevoegd gev less bewegingsonderwijs groep tm basisschol,30,['Breda'],69,NLQF6,,bewegingsonderwijs basisschol,0.92,0.894,2,27,2025-11-09
193,gedrag,minor gedrag bestat gastless bv orthopedagogiek training sterk stan stag speciaal basisonderwijs war gedrag leerling impact handel leerkracht verbind lesgeefpraktijk stageschol aangebod kennis vaardig pabo stan daarbij voorop,30,['Breda'],70,NLQF6,,,0.93,0.546,3,77,2025-09-01
194,teach english abroad,international modul bestat twee del eerst del gan student avan vanuit onz international partner multidisciplinair setting slag ler verschill schoolsytem curricula didactiek kunstvak kennismakingsstag del stat tek stag lop praktijkonderzoek teaching english abroad,30,['Breda'],68,NLQF6,,,0.83,0.584,2,47,2025-09-05
195,stevig stan jeugdzorg,gehel jeugdhulpwerkveld jeugdzorg behandeld bijbehor competenties verplicht minor profiel zorg welzijn samenlev jeugdhulp will werk minor ontwikkeld werkveld,30,['Breda'],71,NLQF6,,jeugd zorg welzijn samenlev,0.5,0.072,1,55,2025-12-14
196,ggz agoog,werkveld ggz stat central minor verplicht ggz registratie hal binn profiel zorg profiel gat oa optimal sociaal functioner mens verstand beperk psychisch kwetsbar aandoen beperk herkend war nodig ondersteund werkveld ggz stat central minor verplicht ggz registratie hal binn profiel zorg,30,['Breda'],72,NLQF6,,ggz,0.36,0.47,5,45,2025-09-12
197,werk gedwong kader,minor wigk bereidt student werk mens volwassen jonger grensoverschrijd gedrag verton schadelijk hen omgev probleemgedrag gat vak gepaard som ernstig social emotionel materiel problem bereikt niveau justitieel ingrijp noodzak minor eig landelijk profiel samengewerkt werkveld basis landelijk curriculum,30,['Breda'],73,NLQF6,,,0.74,0.572,5,27,2025-11-29
198,minor verschil mak,minor open social opleid waarin vrag central stat professional binn praktijk verschil maakt presentie schematheorie filosofie exposur basis gelegd zelfkennis zelfbewustzijn praktisch wijsheid maatschapp drom verwezen,30,['Breda'],74,NLQF6,,welzijn samenlev professional,0.59,0.59,4,77,2025-10-16
199,acuut complex zorg,minor acz ga verdiep aantal acut complex casuss casuistiek stan diver specialism central interessant minor acz jezelf hand casuistiek verdiept klinisch zorg acut complex zorg verdiep minor gericht verpleegkund student,30,['Breda'],75,NLQF6,,zorg welzijn acut zorg,0.38,0.212,2,79,2025-10-04
200,kind kraam jeugd,binn minor kram kind jeugd kkj stat zorg zwanger kraamvrouw kinder jar ouder central verdiep minor waarin onderwerp bod kom vanuit expertisegebied kinderverpleegkund obstetrieverpleegkund jeugdverpleegkund doel minor ontwikkel generiek blik kind dien system kram kind jeugdig verdiep minor gericht verpleegkund student,30,['Breda'],76,NLQF6,,jeugd welzijn,0.62,0.586,1,69,2025-10-19
201,positiev psychiatri,minor positiev psychiatrie verdiep ten aanzien verpleegkund zorg client all leeftijd een complex psychiatrisch aandoen uitgangpunt minor specialistisch zorg vanuit generiek bewustzijn all patientproblem somatisch psychisch functionel sociaal existentieel gebied gediagnosticeerd meegenom klinisch redener positiev psychiatrie,30,['Breda'],77,NLQF6,,,0.32,0.752,4,47,2025-11-17
202,palliatiev zorg,palliatiev zorg,30,['Breda'],63,NLQF6,,,0.89,0.914,3,47,2025-11-29
203,minor gezond samenlev,gezond leefstijl stat central invloed omgev stat central zingev domeinoverstijg samenwerk levensecht opdracht werkveld zorg welzijn,30,['Breda'],78,NLQF6,,welzijn samenlev zorg gezond leefstijl,0.47,0.98,4,56,2025-10-15
204,omdenk ander werk zorg,ntb,30,['Breda'],62,NLQF6,,zorg welzijn educatie personeelstekort vital medewerker,0.73,0.924,4,60,2025-09-27
205,patron doorbrek social verbind welzijn,ntb,30,['Breda'],62,NLQF6,,trauma hechting ontwikkel social verbond inclusie,0.5,0.652,2,55,2025-11-12
206,pedagogischdidactisch basi voor professon,modul student verschill opleid basis pedagogisch didactisch basis verkrijg leert jouw vakkennis voetlicht breng kinder jongvolwassen verschill leeftijd programma leert jou basis volgend onderwerp basis pedagogisch didactisch vaardig klassenmanagement ontwerp lesaanbod pedagogischdidactisch basis professonal,30,['Breda'],79,NLQF6,,,0.64,0.626,3,46,2025-09-26
207,zorg langdur hulpverlen,werk mens langdur hulpverlen nodig leert methodisch werk verschill doelgroep zoal mens verstand licham beperk psychiatrisch problematiek verslav enof detentie,15,"['Breda', 'Den Bosch']",61,NLQF5,,hulpverlen zorg psychisch problematiek verslav,0.66,0.312,4,73,2025-10-17
208,welzijn samenlev,sam disciplines verschil mak mens ondersteun deelnem samenlev focus ligt methodisch preventief werk rondom themas armoed zelfzorg werk ket schuldhulpverlen,15,"['Breda', 'Den Bosch']",61,NLQF5,,preventie welzijn samenlev,0.42,0.026,1,36,2025-11-25
209,studer buitenland,mogelijk project buitenland studiepunt krijg ander stag onderwijs volg buitenland,30,['Breda'],64,NLQF6,,internationalis ervar buitenland sdg,0.93,0.088,1,28,2025-12-20
223,act chang togeth nlqf ect,tussenruimt stat tran interdisciplinair werk maatschapp vraagstuk verder breng vanuit cocreatie verbind tuss onderwijs onderzoek wij ten all tijd vanuit eig engagement deelnemer studentmedewerkerorganisatiebewoner,30,['Breda'],80,NLQF6,betrok activer cocreeer community kritisch reflectie orienteert thema bred welvaart nieuw ondernemerschap vormt sam conceptueel model basis kennis ervar uiteenlop wijz opdoet presenteert jezelf zowel person vanuit eig disciplin maakt leerproces inzicht verbindt jezelf daarmee inhoud relationel ander community vormt groep samenwerk basis conceptueel model jouw person motivatie benoem jouw eig challeng modul voert omgev stakeholderanalys komt actie gat bijvoorbeeld ‘de wijk in’ gesprek mens mogelijk rol gan spel jouw challeng creeert ervar lat inspirer verdiept onderzoek aanleid nieuw vrag inzicht maakt leerproces inzicht scherpt challeng benadert stakeholder actief coalition the willing vorm deelnemer community organisaties enof burger jouw challeng steun will zet gezamen ambitie coalition the willing verk ideeen invull gev ambitie experimenter inspirer klein ideeen stand breng impact mak kortom interactie ander breng beweg gang maakt hierbij creatiev wijz inzicht jouw impact borg beweg gang gezet coalition the willing verder gan zorg goed kennisdel organiser vervolgacties beleg verantwoord juist partner zodat eigenaarschap gecreeerd signaleert beperk eig kennis handelingsrepertoir reflecteert kritisch vraagstuk process context doel person ontwikkel samenwerk interactie ander eig aandel daarin onderkenn bijstur hiermee drag kennisontwikkel verspreid gebied bred welvaart nieuw ondernemerschap verantwoord eig handel basis bewijsmateriaal relevant literatur,person ontwikkel activism betrok maatschapp samenwerk,0.8,0.402,5,52,2025-10-26
224,biobas technolog busi develop zie alst,intern multidisciplinari minor discov possibl biobas technolog busi develop sustain entrepreneurship bodi minor consist multidisciplinari group project client government organ compani,30,['Breda'],81,NLQF6,biobas circular chain work multidisciplinari group project client government organ compani want becom sustain develop implement biobas andor circular technolog come technic concept busi plan client combin market financ techniqu co neutral citi work chosen citi group member learn make citi climat neutral convinc peopl involv go idea work biobas problem brazilian compani togeth brazilian student learn student anoth cultur come quick solut intern environ pressur cooker world futur purpos explor qualiti talent person entrepreneuri desir prefer grow team person profession,biobas technolog busi develop sustain entrepreneurship multidisciplinari group project intern,0.91,0.116,3,72,2025-12-03
225,avan incub nlqf ec,avan incubator plek war student welk hogeschoolopleid terecht ondernem accelerer avan incubator geeft kan idee zet ondernem bestaand ondernemer war boost gev avan incubator het startpunt ondernemer west brabant startup landschap,30,['Breda'],82,NLQF6,student creert visie waardepropositie organisatie student ontwikkelt ondernem belangrijkst element klant product busines cas team financieelimpact ondernem houding ideeen kans middel actie,ondernem maatwerk groei opstap ecosystem community,0.88,0.052,3,39,2025-12-16
226,digit nomad nlqf ec,ontwikkel digital skill ondernem snel verander wereld hand nieuwst techniek innovatie international setting wen international hub plat onafhank,30,['Breda'],83,NLQF6,student effectief ondernem vaardig kennis toepass succesvoll bedrijv start beher lat groei aandacht duurzam ethiek leeruitkomst benadrukt belang zowel praktisch conceptuel aspect ondernemerschap student zull allen nodig vaardig verwerv bedrijf zet leid begrip ontwikkel duurzaamheidskwesties ethisch overweg binn ondernemerschapsdomein leeruitkomst bereik zull student stat verantwoord wijz waard crer drag economisch ontwikkel,ondernem reiz innovatie person leerplan,0.69,0.362,5,32,2025-11-02
227,brand person brand,duidelijk mak bent war stat war goed bent war houdt wereld nodig medestudent collega’ opdrachtgever all ander hen war betaald kunt mens bind betekenis gevraagd waarvor ander gevraagd wilt,15,['Breda'],84,NLQF6,student maakt ontwikkelplan obv person ikigai waarin person geschiedenis rot waard talent sam kom ontwikkeldoel actieplan zodan student actie overgat zichzelf ontwikkel richting personal brand student realiseert person professionel groei doorlop ikigai gebaseerd person ontwikkelplan volgen pdcacyclus zodan bijdraagt doelgericht structurel doorontwikkel personal brand student creeert person professionel onderscheid personal brand zodan student person onderscheid,zelfinzicht hoger doel ikigai person ontwikkel personal brand,0.9,0.458,4,47,2025-10-18
228,branding strategisch merkenmanagement,merk bijdrag beter wereld verander wereld merk steentj bijdrag nem merk wel maatschapp verantwoord gef betekenis wereld hen leert praktisch vertal sdgs maakt merk concret verbindt,15,['Breda'],85,NLQF6,belangrijkst theorieen laatst ontwikkel binn vakgebied branding duid zodan passend adviez kunt gev betrek bouw betekenisvoll merk futureprof brandplan realiser rol brandconsultant zodan vanuit grondig analys passend brandstrategie kunt vaststell betekenisvol merk,branding merk imago identiteit positioner concept maatschapp ondernem,0.36,0.334,3,67,2025-10-31
229,intern busi oper,intern busi expans countri assess entri strategi busi plan,15,['Breda'],86,NLQF6,assess countriesm determin entri strategi develop intern busi plan,internation countri assess entri strategi intern busi plan,0.43,0.972,1,48,2025-11-20
230,international project management stakeholder engagement ec ec,international project and stakeholder engagement,15,['Breda'],87,NLQF6,creat stakehold engag polici ethic intern busi intern negoti confront compet intrest appli lobbi advocaci strategi,intern project stakhold manag intercultur,0.33,0.11,1,32,2025-09-26
231,trust process,riduculiser karikaturiser opblaz ontwerpproces zie waard proces vormt meenem opdrachtgever nietontwerp context expliciet uitdag,15,['Breda'],88,NLQF5,vertrouw waard eig ontwerp proces kracht ontwerp proces lat ervar ontwerp derd,spel fal experimenter ontdek person ontdek anti design reflectie omgan onzeker ongemak vertrouw eig proces kans zien omgevingssensitiviteit,0.51,0.764,2,65,2025-10-06
232,tutori club,bekend,15,['Den Bosch'],90,NLQF5,,,0.55,0.03,3,54,2025-09-01
233,artistiek ondernemerschap kunst design performanc,creatiev maker kan grot opleid zzp’er zeker grag regie houdt jouw werk zet jezelf maker creatiev werk markttijden modul ler welk kennis vaardig nodig hebt ondernemerschap personal branding werk presenter netwerk opbouw belastingaangift subsidies aanvrag leert welk waard jouw werk jezelf maker professionel kijker speelt opdracht komt mogelijk creatiev ondernemer werkveld sparr ler ervar wereld buit veilig onderwijsmur,15,"['Breda', 'Den Bosch']",91,NLQF5,student leert zichzelf brand creativ maker markt zijnhar keuz opmat zzp schap krijgt daarbij inzicht diver randvoorwaard vorm gev,personal branding zzper schap betekent jou netwerk jezelf ler goed presenter portfolio bouw test recht plicht maker bv auteursrecht,0.48,0.216,4,80,2025-09-08
234,avan innov studio basi,tijden modul ler welk kennis vaardig nodig hebt ondernemerschap personal branding werk presenter netwerk opbouw belastingaangift subsidies aanvrag,15,['Breda'],92,NLQF5,student demonstreert person groei zes competenties stat domeinspecifiek interdisciplinair crer experimenter innovatiev wijz meervoud duurzam waardecreatie kom,person ontwikkel interdisciplinair innovatie prototyp valorisatie,0.84,0.778,5,25,2025-12-22
235,bi innovati,modul ler innovaties innovatiemethod ler we grondbeginsel organisaties gan we slag duurzam verantwoord innovaties ontwikkel eind modul kun inhoud gev eig canvas responsibl busines innovation canvas lukt stat goed start mak innovator,15,['Den Bosch'],93,NLQF5,busines innovator ontwikkel rol innovatierout opdrachtgever eind modul mak basis kennis grondbeginsel innovatie organisaties organisatiekund innovatiemethod innovatierout kunt complex vraagstuk analyser weloverwog besliss mak tijden ontwerp implementatie innovatie houdt hierbij reken innovatievermog organisatie duurzam ethisch maatschapp standpunt haalbar wenselijk levensvat innovatieontwerp,innovati innovati methoden casework busi model respons,0.53,0.484,5,37,2025-12-08
236,bi design innovatie,modul design innovatie ga slag ontwerper oploss problem sam jouw ontwerpteam volbreng ontwerpopdracht ‘challenges’ genaamd elk challeng legt nadruk gebied binn design disciplin,15,['Den Bosch'],93,NLQF5,busines innovator ga creatief ontdekker innovatiev product ontwikkel innovatieproces eind modul kun ideeen generer diverger uitdag selecter converger kun concept dmv schets bouw prototyp visualiser kun ideeen concept presenter gebruiker opdrachtgever kunt creatiev ontwerp maakmethod inzet product dienst merk crer passend behoeft wens doelgroep kunt ontwerpproces inricht doorlop aanpass daarop kritisch terugkijk toepass innovatieproject,design think visualiseren basi brand,0.48,0.092,4,70,2025-10-22
237,bi onderzoek innovatie,modul ler spel onderzoeksmethod help innovatie realiser innovatie proces verschill fas bedenk war onderzoek del uitmaakt leert innovatiev manier onderzoek problem achter problem vind oplossingsricht verder breng oplos realiser,15,['Den Bosch'],93,NLQF5,leeruitkomst busines innovator doe all fas innovatieproject onderzoek eind modul mak juist keuzes onderzoeksmethodes ieder fas vooronderzoek formuler relevant onderzoeksvrag kies passend onderzoeksmethodes vervolgen breng bestaand gewenst situatie kaart middel uitvoer gekoz onderzoeksmethodes waarna systematisch concepttest opzet uitvoert basis kritisch analys onderzoek weg perspectiev intern stakeholder af hierdor kun haalbar realisatiestrategie ontwikkel kunt onderzoeksproces inricht doorlop aanpass daarop kritisch terugkijk toepass innovatieproject​ tenslot kun reflecter waard gebruikt onderzoeksmethodes kwaliteit uitvoer grondig onderzoek zorgt succesvoller innovaties ‘rol’ toevoeg,onderzoek innovatie prototyp testing implementatie onderzoek concept test,0.65,0.578,2,24,2025-11-18
248,modul orientatie beroepenveld,student ontdek welk plek beroepenveld gebouwd omgev will innem,15,"['Den Bosch', 'Tilburg']",94,NLQF5,experimenter ontdek student welk plek binn beroepenveld gebouwd omgev will innem,traineeship person interesses explorer welzijn person groei,0.39,0.716,5,66,2025-10-17
249,modul acquirer aanbested,student mak kennis modernprofessionel opdrachtgever opdrachtnemerschap daarbij aandacht innovatief aanbested acquirer,15,"['Den Bosch', 'Tilburg']",95,NLQF5,rol opdrachtgever opdrachtnemer doorlop student aanbested waarbij aandacht professionel opdrachtgever nemerschap duurzam innovatie,innovatief professionel opdrachtgever opdrachtnemerschap storytell,0.82,0.622,3,44,2025-10-26
